total_pop,median_income,poverty_all,poverty_count,no_vehicle_hh,edu_bachelors,edu_masters,edu_professional,edu_doctorate,edu_total,owner_hh,renter_hh,hh_total,limited_english,limited_english_total,state,county,tract,GEOID,poverty_rate,poverty_rate_c,edu_bachelors_plus,pct_bachelors_plus,pct_renters,pct_limited_english
3692,119250,3692,279,662,1110,1049,226,146,3403,1044,1352,2396,0,3595,36,061,007500,36061007500,0.075568797,-0.089790214,2531,0.7437555098442551,0.5642737896494157,0
2442,127308,2442,335,243,838,396,120,75,1896,305,1081,1386,21,2386,36,061,007600,36061007600,0.13718263718263718,-0.028176374,1429,0.7536919831223629,0.7799422799422799,0.008801341
5706,161094,5706,385,809,2247,1353,361,229,4921,1023,2349,3372,0,5632,36,061,007700,36061007700,0.067472836,-0.097886175,4190,0.8514529567161147,0.6966192170818505,0
9023,149915,9015,351,899,3381,1703,1021,251,7359,1218,3603,4821,0,8797,36,061,007800,36061007800,0.038935108153078206,-0.126423903,6356,0.863704308,0.74735532,0
4211,127188,4211,310,611,1643,1163,238,240,3528,763,1698,2461,0,4048,36,061,007900,36061007900,0.073616718,-0.091742293,3284,0.9308390022675737,0.6899634295002032,0
5137,163454,5019,344,939,1918,918,476,152,3985,1416,1471,2887,0,4917,36,061,008000,36061008000,0.06853955,-0.096819461,3464,0.8692597239648683,0.5095254589539314,0
6639,156265,6586,347,789,2292,1279,961,202,5631,1474,2524,3998,0,6583,36,061,008100,36061008100,0.052687519,-0.112671492,4734,0.8407032498668088,0.6313156578289144,0
3551,222273,3551,241,676,1047,636,297,109,2731,833,1017,1850,0,3517,36,061,008200,36061008200,0.067868206,-0.097490805,2089,0.7649212742585134,0.5497297297297298,0
3798,70986,3798,676,294,1593,229,151,39,3293,350,1821,2171,84,3757,36,061,008300,36061008300,0.1779884149552396,0.012629403954674073,2012,0.6109930154873975,0.8387839705204975,0.022358264572797444
1590,250001,1588,126,191,540,357,98,155,1410,269,544,813,0,1482,36,061,008400,36061008400,0.079345088,-0.086013923,1150,0.8156028368794326,0.6691266912669127,0
3127,161548,3127,520,180,1115,742,253,133,2553,376,1274,1650,0,3106,36,061,008601,36061008601,0.16629357211384713,0.000934561,2243,0.8785742264003134,0.7721212121212121,0
4765,215981,4765,149,961,1341,1337,555,340,4055,1796,754,2550,0,4555,36,061,008603,36061008603,0.031269674711437566,-0.134089336,3573,0.881134402,0.29568627450980395,0
6133,136620,6133,728,568,2484,1300,386,184,5220,1036,2561,3597,0,5943,36,061,008700,36061008700,0.11870210337518343,-0.046656908,4354,0.8340996168582375,0.7119822073950515,0
7491,117442,7491,486,1221,2888,1469,696,708,6557,1638,3162,4800,0,7310,36,061,008800,36061008800,0.064877853,-0.100481158,5761,0.8786030196736312,0.65875,0
6314,95355,5775,833,596,1740,971,356,274,4808,884,2317,3201,0,6088,36,061,008900,36061008900,0.14424242424242426,-0.021116587,3341,0.694883527,0.7238363011558888,0
6947,149063,6947,540,901,2514,1552,518,516,6039,1135,3065,4200,76,6856,36,061,009000,36061009000,0.077731395,-0.087627616,5100,0.8445106805762543,0.7297619047619047,0.011085180863477246
6654,188867,6653,1238,626,2203,1498,357,384,5628,1098,2563,3661,0,6444,36,061,009100,36061009100,0.1860814670073651,0.020722456,4442,0.7892679459843639,0.7000819448238186,0
1436,166734,1397,40,101,561,493,79,10,1299,186,717,903,0,1383,36,061,009200,36061009200,0.028632785,-0.136726226,1143,0.8799076212471132,0.7940199335548173,0
9632,94441,9587,1368,1596,2392,2161,426,210,8012,2486,3037,5523,29,9285,36,061,009300,36061009300,0.1426932304161886,-0.022665781,5189,0.6476535197204194,0.5498823103385841,0.003123317
89,171875,89,16,4,23,0,9,0,80,4,32,36,0,89,36,061,009400,36061009400,0.1797752808988764,0.01441627,32,0.4,0.8888888888888888,0
3217,176944,2262,187,324,894,579,109,55,1919,399,943,1342,10,3131,36,061,009500,36061009500,0.082670203,-0.082688808,1637,0.853048463,0.702682563,0.003193868
310,-666666666,277,57,33,92,59,0,0,259,52,117,169,8,310,36,061,009600,36061009600,0.20577617328519857,0.040417162284633046,151,0.583011583,0.6923076923076923,0.025806451612903226
4565,67218,4551,570,1041,1320,701,86,157,3911,1458,1256,2714,0,4507,36,061,009700,36061009700,0.12524719841793014,-0.040111813,2264,0.5788800818205062,0.4627855563743552,0
8116,124433,8116,859,1082,3162,1780,482,190,6805,1303,3014,4317,0,7846,36,061,009800,36061009800,0.10584031542631839,-0.059518696,5614,0.8249816311535636,0.6981700254806579,0
1800,250001,1797,51,215,568,481,180,52,1475,265,637,902,1,1749,36,061,009901,36061009901,0.028380634390651086,-0.136978377,1281,0.8684745762711864,0.7062084257206208,0.000571755
3057,148706,3057,179,20,1236,450,95,56,2512,20,1991,2011,21,2991,36,061,009902,36061009902,0.058554138043833824,-0.106804873,1837,0.7312898089171974,0.9900546991546494,0.007021063
916,175333,916,87,0,315,214,54,25,822,15,527,542,0,899,36,061,009903,36061009903,0.094978166,-0.070380845,608,0.7396593673965937,0.9723247232472325,0
1636,103417,1636,85,161,791,264,214,38,1490,194,897,1091,2,1611,36,061,010000,36061010000,0.05195599,-0.113403021,1307,0.8771812080536913,0.8221814848762603,0.001241465
1824,97242,1824,367,0,617,220,118,52,1578,3,1040,1043,0,1795,36,061,010100,36061010100,0.2012061403508772,0.035847129350311674,1007,0.638149556,0.997123682,0
243,91157,243,32,50,68,36,73,2,211,57,103,160,0,232,36,061,010200,36061010200,0.13168724279835392,-0.033671768,179,0.8483412322274881,0.64375,0
2648,103838,2438,200,65,1177,352,164,21,2039,72,1411,1483,0,2639,36,061,010300,36061010300,0.082034454,-0.083324557,1714,0.8406081412457087,0.9514497639919083,0
741,181333,741,34,184,417,179,30,30,716,225,277,502,0,737,36,061,010400,36061010400,0.045883941,-0.11947507,656,0.9162011173184358,0.5517928286852589,0
7366,224898,7366,170,1609,2089,2170,873,326,6394,3052,1106,4158,63,6904,36,061,010601,36061010601,0.023079012,-0.142279999,5458,0.8536127619643415,0.265993266,0.009125145
4992,190685,4992,319,273,797,735,724,856,3524,448,1685,2133,0,4352,36,061,010602,36061010602,0.063902244,-0.101456767,3112,0.8830874006810443,0.7899671823722456,0
3164,169293,2802,135,551,1075,616,423,106,2441,660,1071,1731,0,3137,36,061,010801,36061010801,0.048179871520342615,-0.117179139,2220,0.9094633346988938,0.6187175043327556,0
4352,131171,4352,374,707,915,1422,325,144,3939,960,1238,2198,0,4217,36,061,010802,36061010802,0.0859375,-0.079421511,2806,0.7123635440467123,0.5632393084622384,0
1876,160111,1876,74,433,490,465,230,83,1569,597,351,948,0,1843,36,061,010803,36061010803,0.039445628997867806,-0.125913382,1268,0.8081580624601657,0.370253165,0
210,146042,210,89,19,45,38,21,4,186,22,65,87,0,210,36,061,010900,36061010900,0.4238095238095238,0.25845051280895825,108,0.5806451612903226,0.7471264367816092,0
7303,163371,7301,194,339,2367,1630,839,392,5894,691,3243,3934,0,6675,36,061,011000,36061011000,0.026571702506505958,-0.138787308,5228,0.8870037326094333,0.8243518047788511,0
4899,102297,4899,674,226,1745,1069,337,64,4093,323,2501,2824,0,4810,36,061,011100,36061011100,0.13757909777505614,-0.027779913,3215,0.7854874175421451,0.8856232294617564,0
936,198750,936,81,139,306,202,118,21,825,161,369,530,0,877,36,061,011201,36061011201,0.086538462,-0.078820549,647,0.7842424242424243,0.6962264150943396,0
488,198000,488,17,123,155,171,41,35,443,216,62,278,0,488,36,061,011202,36061011202,0.034836066,-0.130522945,402,0.90744921,0.22302158273381295,0
1076,204375,1076,17,214,443,176,99,62,917,322,260,582,0,1045,36,061,011203,36061011203,0.015799256505576207,-0.149559754,780,0.8505997818974919,0.44673539518900346,0
137,82500,137,82,16,12,19,6,0,128,22,24,46,0,137,36,061,011300,36061011300,0.5985401459854015,0.433181135,37,0.2890625,0.5217391304347826,0
1066,250001,1059,57,182,282,269,160,53,901,219,363,582,0,995,36,061,011401,36061011401,0.053824362606232294,-0.111534648,764,0.8479467258601554,0.6237113402061856,0
2371,176667,2371,78,509,1056,369,310,115,1967,702,416,1118,0,2268,36,061,011402,36061011402,0.032897512,-0.132461499,1850,0.9405185561769192,0.37209302325581395,0
3475,145521,3471,534,130,1214,777,116,102,3004,200,1512,1712,10,3459,36,061,011500,36061011500,0.15384615384615385,-0.011512857,2209,0.7353528628495339,0.88317757,0.002891009
3577,90938,3443,331,202,1159,479,486,202,2975,237,1892,2129,0,3440,36,061,011600,36061011600,0.09613709,-0.069221921,2326,0.7818487394957984,0.8886801315171442,0
4991,109740,4991,335,18,2302,909,415,57,4341,18,3270,3288,0,4873,36,061,011700,36061011700,0.067120817,-0.098238194,3683,0.8484220225754434,0.9945255474452555,0
9510,159134,9496,823,1055,3604,1584,1085,179,7437,1970,3281,5251,0,8959,36,061,011800,36061011800,0.086668071,-0.07869094,6452,0.8675541212854646,0.6248333650733193,0
1040,15971,1040,480,0,171,55,18,0,1029,0,1018,1018,0,1040,36,061,011900,36061011900,0.46153846153846156,0.29617945053789607,244,0.2371234207968902,1,0
2993,153086,2993,364,712,740,722,355,52,2610,1041,632,1673,0,2883,36,061,012000,36061012000,0.12161710658202472,-0.043741904,1869,0.7160919540229885,0.37776449491930664,0
2837,56935,2815,854,54,609,427,113,50,1998,54,1473,1527,22,2837,36,061,012101,36061012101,0.30337477797513324,0.13801576697456772,1199,0.6001001001001001,0.9646365422396856,0.00775467
5049,54735,4964,545,66,1183,760,319,79,4557,66,3353,3419,355,4949,36,061,012102,36061012102,0.10979049153908138,-0.055568519,2341,0.5137151634847488,0.9806961099736765,0.071731663
2608,231016,2608,72,451,828,438,437,146,2054,833,458,1291,0,2566,36,061,012200,36061012200,0.027607361963190184,-0.137751649,1849,0.9001947419668939,0.35476374903175834,0
9826,140250,9304,383,727,3067,1634,1457,493,7848,1060,3835,4895,7,9193,36,061,012400,36061012400,0.04116509,-0.124193921,6651,0.8474770642201835,0.7834525025536262,0.000761449
2488,137772,2442,322,70,628,460,241,103,2072,70,1389,1459,0,2360,36,061,012500,36061012500,0.13185913185913187,-0.033499879,1432,0.6911196911196911,0.9520219328307059,0
7417,104460,7417,243,1246,2978,797,401,110,5779,2207,1535,3742,118,7353,36,061,012601,36061012601,0.032762572,-0.132596439,4286,0.7416508046374806,0.41020844468198825,0.016047871617027063
4682,194650,4682,273,736,1412,809,502,285,4007,957,1517,2474,0,4436,36,061,012602,36061012602,0.058308415,-0.107050596,3008,0.7506862989767906,0.6131770412287793,0
7092,145488,7092,850,754,2904,1277,117,157,6015,1071,3270,4341,0,6914,36,061,012700,36061012700,0.11985335589396504,-0.045505655,4455,0.7406483790523691,0.7532826537664132,0
5089,205685,5085,277,988,1174,1032,974,133,4160,1745,669,2414,0,4975,36,061,012800,36061012800,0.054473943,-0.110885068,3313,0.7963942307692308,0.2771333885666943,0
7530,117622,7476,330,215,2966,1625,327,64,6403,579,3964,4543,0,7286,36,061,012901,36061012901,0.044141252006420544,-0.121217759,4982,0.778072778,0.8725511776359234,0
2350,100991,2350,193,169,749,309,131,13,1995,250,1036,1286,14,2350,36,061,012902,36061012902,0.08212766,-0.083231351,1202,0.6025062656641604,0.8055987558320373,0.005957447
3632,191016,3632,207,626,913,821,474,205,2989,1297,508,1805,0,3551,36,061,013000,36061013000,0.056993392,-0.108365619,2413,0.8072934091669455,0.2814404432132964,0
3018,107018,3018,266,162,1036,606,214,42,2588,242,1730,1972,69,2959,36,061,013100,36061013100,0.08813784,-0.077221171,1898,0.7333848531684699,0.8772819472616633,0.023318689
2274,157969,2270,55,296,759,457,76,121,1837,323,791,1114,0,2233,36,061,013201,36061013201,0.024229074889867842,-0.141129936,1413,0.769188895,0.7100538599640933,0
3261,80132,3261,396,27,1068,658,63,186,2747,104,2030,2134,0,3058,36,061,013202,36061013202,0.12143514259429623,-0.043923868,1975,0.7189661448853295,0.9512652296157451,0
4277,114304,4277,1025,382,1401,598,179,222,3219,798,1692,2490,0,4005,36,061,013203,36061013203,0.23965396305821837,0.074294952,2400,0.7455731593662628,0.6795180722891566,0
6304,111223,6304,903,705,2386,1321,640,164,5551,782,3123,3905,0,6124,36,061,013300,36061013300,0.14324238578680204,-0.022116625,4511,0.8126463700234192,0.7997439180537772,0
11387,140883,11360,1146,1108,2774,2656,768,675,8192,1833,4090,5923,0,10545,36,061,013400,36061013400,0.10088028169014085,-0.064478729,6873,0.838989258,0.690528448,0
4569,115574,4569,547,100,1271,1008,262,143,3815,100,2393,2493,0,4272,36,061,013501,36061013501,0.11971985117093456,-0.04563916,2684,0.7035386631716907,0.9598876855194545,0
5593,67279,5551,1542,152,1904,826,212,86,4957,183,3140,3323,0,5543,36,061,013502,36061013502,0.2777877859845073,0.1124287749839418,3028,0.6108533387129312,0.9449292807703882,0
1722,243496,1722,15,408,385,387,298,151,1486,820,104,924,0,1687,36,061,013601,36061013601,0.008710801,-0.15664821,1221,0.8216689098250336,0.11255411255411256,0
6142,161100,6142,158,456,920,1466,788,253,4551,996,1664,2660,0,5612,36,061,013602,36061013602,0.025724519700423314,-0.139634491,3427,0.7530213139969237,0.6255639097744361,0
3937,120194,3937,123,89,1208,590,628,120,3399,157,2206,2363,0,3823,36,061,013603,36061013603,0.031242062484124967,-0.134116949,2546,0.7490438364224772,0.9335590351248413,0
3435,159876,3435,241,192,1016,1290,452,51,3094,542,1695,2237,0,3399,36,061,013604,36061013604,0.070160116,-0.095198895,2809,0.9078862314156432,0.7577112203844435,0
6673,189541,6661,587,752,2104,1662,750,257,5789,1338,2076,3414,0,6589,36,061,013700,36061013700,0.088124906,-0.077234105,4773,0.8244947313871135,0.6080843585237259,0
12826,134167,12397,659,1735,3591,2780,925,918,10700,2650,4284,6934,0,12430,36,061,013800,36061013800,0.053158022102121484,-0.112200989,8214,0.7676635514018691,0.6178252091145082,0
9612,91045,9595,717,1624,4138,1971,525,270,8666,2080,4561,6641,0,9393,36,061,013900,36061013900,0.07472642,-0.090632591,6904,0.7966766674359567,0.6867941575063996,0
7487,158780,7462,314,1154,1687,1779,824,254,5828,2153,1862,4015,0,7258,36,061,014000,36061014000,0.042079871,-0.12327914,4544,0.7796842827728209,0.46376089663760894,0
4254,250001,4254,287,505,888,1025,612,468,3335,1364,546,1910,10,3974,36,061,014200,36061014200,0.067465914,-0.097893097,2993,0.8974512743628186,0.2858638743455497,0.002516356
4514,204073,4514,91,771,1289,1106,587,212,3810,1411,944,2355,0,4434,36,061,014401,36061014401,0.020159503766061144,-0.145199507,3194,0.8383202099737532,0.40084925690021234,0
6742,141232,6742,353,664,2311,1092,892,317,5560,1312,2408,3720,0,6524,36,061,014402,36061014402,0.052358351,-0.11300066,4612,0.8294964028776979,0.6473118279569893,0
6620,198766,5610,283,587,1958,1361,686,172,4820,846,2249,3095,0,6215,36,061,014500,36061014500,0.050445632798573975,-0.114913378,4177,0.86659751,0.7266558966074314,0
3705,140150,3696,388,62,1385,681,360,195,3268,141,2019,2160,0,3620,36,061,014601,36061014601,0.10497835497835498,-0.060380656,2621,0.8020195838433293,0.9347222222222222,0
8433,124125,8433,668,727,3740,1776,592,190,7511,1101,3862,4963,0,8129,36,061,014602,36061014602,0.079212617,-0.086146394,6298,0.8385035281587006,0.7781583719524481,0
2932,221482,2932,169,125,788,508,674,64,2226,304,1093,1397,12,2505,36,061,014700,36061014700,0.057639836289222375,-0.107719175,2034,0.9137466307277629,0.7823908375089478,0.004790419
2942,244250,2942,71,366,869,514,368,169,2211,565,695,1260,0,2711,36,061,014801,36061014801,0.024133243,-0.141225768,1920,0.8683853459972863,0.5515873015873016,0
6353,161161,6353,382,735,1655,1340,703,131,4785,1223,1874,3097,71,5933,36,061,014802,36061014802,0.060129072878954824,-0.105229938,3829,0.800208986,0.6051017113335486,0.011966964436204281
5781,164779,5413,525,540,1332,1471,828,212,4558,898,1989,2887,0,5513,36,061,014900,36061014900,0.096988731,-0.06837028,3843,0.8431329530495831,0.6889504676134396,0
1972,191719,1972,63,285,518,475,343,73,1548,491,444,935,0,1867,36,061,015001,36061015001,0.031947262,-0.133411749,1409,0.9102067183462532,0.4748663101604278,0
4588,250001,4588,221,652,792,1347,785,279,3603,1643,489,2132,0,4376,36,061,015002,36061015002,0.048169137,-0.117189874,3203,0.8889814043852345,0.22936210131332083,0
2786,28191,2775,988,79,472,60,0,0,1926,96,1489,1585,54,2448,36,061,015101,36061015101,0.35603603603603606,0.19067702503547054,532,0.2762201453790239,0.9394321766561514,0.022058823529411766
8161,158593,8161,1152,589,2223,1502,626,188,5652,922,3186,4108,0,7184,36,061,015102,36061015102,0.14115917167013847,-0.024199839,4539,0.8030785562632696,0.7755598831548198,0
7864,124571,7864,1669,346,2109,963,848,219,5970,684,2840,3524,17,7451,36,061,015200,36061015200,0.21223296032553407,0.046873949,4139,0.6932998324958124,0.8059023836549376,0.002281573
4644,141363,4644,235,643,1139,992,668,231,3569,1063,1318,2381,39,4344,36,061,015301,36061015301,0.050602928509905255,-0.114756082,3030,0.8489773045671056,0.5535489290214196,0.008977901
5377,170804,5377,196,729,1606,1127,541,103,4106,1017,1922,2939,0,5022,36,061,015302,36061015302,0.036451552910544915,-0.128907458,3377,0.8224549439844131,0.6539639333106498,0
4666,113340,4666,364,345,1064,1223,425,610,4124,611,2612,3223,0,4495,36,061,015401,36061015401,0.078011144,-0.087347867,3322,0.8055286129970902,0.8104250698107354,0
3899,138413,3899,226,256,758,797,39,116,2991,677,881,1558,0,3661,36,061,015402,36061015402,0.05796358,-0.107395431,1710,0.571715145,0.5654685494223364,0
4881,88890,4881,515,660,771,993,221,305,3828,967,1444,2411,0,4386,36,061,015403,36061015403,0.10551116574472444,-0.059847845,2290,0.5982236154649948,0.5989216092907508,0
5084,186116,5084,281,805,1771,950,940,275,4528,1809,1156,2965,0,4992,36,061,015501,36061015501,0.05527144,-0.110087571,3936,0.8692579505300353,0.3898819561551433,0
5167,146563,5167,734,672,1583,1492,453,300,4280,1531,1345,2876,0,4918,36,061,015502,36061015502,0.14205535126766014,-0.02330366,3828,0.8943925233644859,0.467663421,0
4879,114409,4835,567,25,1196,867,495,342,3987,93,2552,2645,3,4556,36,061,015601,36061015601,0.11726990692864529,-0.048089104,2900,0.727363933,0.9648393194706995,0.000658472
2212,51404,2212,468,21,445,51,240,38,1658,72,1138,1210,0,2093,36,061,015602,36061015602,0.2115732368896926,0.046214225889127075,774,0.46682750301568154,0.9404958677685951,0
10352,154237,9858,542,1489,4077,1942,682,546,8909,2124,4030,6154,0,10146,36,061,015700,36061015700,0.054980726,-0.110378285,7247,0.8134470759905713,0.6548586285342867,0
4899,159712,4673,335,554,1695,1029,412,260,3724,1014,1403,2417,0,4809,36,061,015801,36061015801,0.071688423,-0.093670588,3396,0.9119226638023631,0.580471659,0
3813,92303,3000,296,54,727,563,466,124,2726,54,1858,1912,0,3658,36,061,015802,36061015802,0.098666667,-0.066692344,1880,0.6896551724137931,0.9717573221757322,0
9005,170496,9005,589,1449,2655,2657,1217,496,7754,2668,2435,5103,0,8527,36,061,015900,36061015900,0.065408107,-0.099950904,7025,0.9059840082538045,0.4771702919851068,0
2884,250001,2884,28,485,1030,583,405,94,2331,1128,246,1374,0,2834,36,061,016001,36061016001,0.009708738,-0.155650273,2112,0.9060489060489061,0.17903930131004367,0
3250,104146,2655,161,295,641,482,125,389,2370,410,804,1214,0,3086,36,061,016002,36061016002,0.060640301,-0.10471871,1637,0.6907173,0.6622734761120264,0
6278,132396,6278,343,724,2465,1394,467,196,5397,1066,2737,3803,14,6164,36,061,016100,36061016100,0.054635234151003506,-0.110723777,4522,0.8378728923476005,0.7196949776492243,0.002271252
9015,26520,9005,3309,85,1521,468,7,13,6790,150,4509,4659,62,8520,36,061,016200,36061016200,0.36746252082176567,0.20210350982120015,2009,0.2958762886597938,0.9678042498390212,0.007276995
6989,125944,6976,325,723,1935,1647,603,337,5327,1517,1770,3287,0,6755,36,061,016300,36061016300,0.046588303,-0.118770708,4522,0.8488830486202366,0.5384849406753879,0
7814,24789,7813,3279,0,824,870,57,66,5672,2,3486,3488,342,7341,36,061,016400,36061016400,0.4196851401510303,0.2543261291504648,1817,0.320345557,0.9994266055045872,0.046587658357172046
7257,211888,7257,758,1076,2117,1459,813,481,5933,1538,1706,3244,0,6666,36,061,016500,36061016500,0.10445087501722475,-0.060908136,4870,0.820832631,0.5258939580764488,0
5916,44643,5838,1815,90,873,398,282,128,4520,268,2612,2880,103,5647,36,061,016600,36061016600,0.3108941418293936,0.1455351308288281,1681,0.37190265486725665,0.9069444444444444,0.018239773
7196,223952,7196,517,661,2146,1539,861,206,5209,1372,1859,3231,0,6812,36,061,016700,36061016700,0.07184547,-0.093513541,4752,0.9122672297945863,0.5753636645001547,0
4585,38281,3999,1280,73,504,239,107,49,3324,125,1718,1843,46,4247,36,061,016800,36061016800,0.32008002000500124,0.15472100900443572,899,0.2704572803850782,0.9321758003255561,0.010831174947021427
8010,163500,7951,598,596,2554,1858,724,438,6583,921,3195,4116,16,7375,36,061,016900,36061016900,0.075210665,-0.090148346,5574,0.8467264165274191,0.7762390670553936,0.002169492
8558,42261,8521,2215,296,1617,340,118,98,6537,446,2948,3394,277,8266,36,061,017000,36061017000,0.2599460157258538,0.094587005,2173,0.3324154811075417,0.8685916322922805,0.033510766997338494
9200,173490,9031,1072,1170,2437,2091,975,432,7271,2211,1960,4171,27,8774,36,061,017100,36061017100,0.11870224781308825,-0.046656763,5935,0.8162563608857104,0.4699112922560537,0.003077274
5325,31068,5319,1536,44,397,421,111,31,3596,108,2175,2283,51,5116,36,061,017200,36061017200,0.2887760857304005,0.12341707472983496,960,0.26696329254727474,0.9526938239159002,0.009968726
8652,122287,8652,545,527,2857,1035,862,380,6850,945,3320,4265,14,7814,36,061,017300,36061017300,0.062991216,-0.102367795,5134,0.7494890510948905,0.7784290738569754,0.001791656
5508,37990,5436,1720,92,582,608,162,103,3608,252,1906,2158,30,5011,36,061,017401,36061017401,0.3164091243561442,0.1510501133555787,1455,0.40327050997782704,0.8832252085264134,0.005986829
2529,65391,2529,530,132,515,164,158,67,1899,159,889,1048,11,2377,36,061,017402,36061017402,0.2095689996045868,0.044209989,904,0.47604002106371773,0.8482824427480916,0.004627682
10125,171250,9628,439,1246,2618,3067,761,292,8431,2060,2425,4485,29,9754,36,061,017500,36061017500,0.045596178,-0.119762833,6738,0.799193453,0.5406911928651059,0.002973139
10451,103065,10451,1554,1301,1999,2255,1057,315,7826,2397,2363,4760,2,9360,36,061,017700,36061017700,0.14869390488948425,-0.016665106,5626,0.7188857653973934,0.49642857142857144,0.000213675
4555,40978,4542,1626,91,695,370,243,37,3229,151,1801,1952,34,4331,36,061,017800,36061017800,0.3579920739762219,0.19263306297565638,1345,0.416537628,0.9226434426229508,0.007850381
9953,158109,9953,638,750,2265,2388,1368,209,7674,1574,2819,4393,0,9113,36,061,017900,36061017900,0.064101276,-0.101257735,6230,0.8118321605420902,0.6417027088549966,0
6970,26321,6970,2701,165,811,487,45,31,5175,208,2903,3111,17,6757,36,061,018000,36061018000,0.38751793400286944,0.22215892300230392,1374,0.2655072463768116,0.9331404693024751,0.002515909
8837,108315,8837,193,639,2483,1952,504,321,7348,1276,3190,4466,41,8444,36,061,018100,36061018100,0.021839991,-0.14351902,5260,0.7158410451823626,0.7142857142857143,0.004855519
6839,36696,6797,2044,23,978,390,0,46,4933,97,2910,3007,12,6343,36,061,018200,36061018200,0.30072090628218334,0.13536189528161782,1414,0.2866409892560308,0.967741935,0.001891849
8724,146918,8722,1364,871,3110,1410,990,123,7037,1282,2579,3861,0,8162,36,061,018300,36061018300,0.1563861499656042,-0.008972861,5633,0.8004831604376865,0.667961668,0
7661,34279,7632,2378,375,997,252,39,57,5426,401,2989,3390,212,7266,36,061,018400,36061018400,0.31158280922431864,0.14622379822375312,1345,0.2478805750092149,0.8817109144542773,0.029176989
5055,146976,5055,368,513,1277,1312,666,506,4248,1005,1781,2786,0,4746,36,061,018500,36061018500,0.072799209,-0.092559802,3761,0.8853578154425612,0.6392677674084709,0
6366,45221,6279,1950,20,465,139,18,67,4141,42,2002,2044,36,5811,36,061,018600,36061018600,0.3105590062111801,0.14519999521061458,689,0.16638493117604444,0.9794520547945206,0.006195147
10053,135716,10005,846,640,2129,1534,821,374,7751,1149,2470,3619,263,9571,36,061,018700,36061018700,0.084557721,-0.08080129,4858,0.6267578376983615,0.6825089803813208,0.027478842
4358,41288,4349,1456,31,681,396,104,2,3558,83,2168,2251,87,4295,36,061,018800,36061018800,0.3347896068061623,0.1694305958055968,1183,0.3324901630129286,0.9631274988893825,0.020256111757857975
11169,37641,10710,3856,344,1267,856,414,163,8026,617,4086,4703,276,10442,36,061,018900,36061018900,0.3600373482726424,0.19467833727207687,2700,0.3364066782955395,0.8688071443759302,0.026431718
3719,92991,3719,655,351,709,655,210,117,2749,673,944,1617,0,3459,36,061,019000,36061019000,0.17612261360580803,0.010763602605242506,1691,0.6151327755547472,0.5837971552257266,0
8533,135934,8429,754,1119,2281,1898,440,542,7142,1884,2361,4245,56,8298,36,061,019100,36061019100,0.089453079,-0.075905932,5161,0.7226267152058247,0.5561837455830388,0.006748614
4358,16911,4217,2050,8,168,157,29,8,2660,8,1579,1587,31,3919,36,061,019200,36061019200,0.48612757884752195,0.3207685678469564,362,0.13609022556390976,0.9949590422180214,0.007910181
10654,72865,10545,1880,450,2233,1315,515,241,7925,681,3618,4299,149,10421,36,061,019300,36061019300,0.17828354670459934,0.012924535704033818,4304,0.5430914826498423,0.8415910676901605,0.014298052
6524,36458,6495,2130,15,1149,425,13,0,4635,203,2506,2709,325,6008,36,061,019400,36061019400,0.3279445727482679,0.16258556174770236,1587,0.3423948220064725,0.9250645994832042,0.054094540612516645
7601,113379,7293,958,623,1530,1585,387,478,5578,1176,2182,3358,18,7416,36,061,019500,36061019500,0.13135883724119019,-0.034000174,3980,0.7135173897454284,0.6497915425848719,0.002427184
4211,21967,3940,1454,0,404,121,68,15,3149,0,1835,1835,131,3893,36,061,019600,36061019600,0.36903553299492386,0.20367652199435834,608,0.19307716735471578,1,0.033650141279219115
958,49336,958,261,0,279,118,73,28,737,0,495,495,0,924,36,061,019701,36061019701,0.27244258872651356,0.10708357772594804,498,0.6757123473541384,1,0
2901,97981,2882,674,74,835,536,85,42,2266,134,1019,1153,16,2739,36,061,019702,36061019702,0.2338653712699514,0.06850636,1498,0.6610767872903796,0.8837814397224631,0.005841548
2684,96771,2543,183,210,543,328,78,23,2056,467,510,977,12,2493,36,061,019800,36061019800,0.071962249,-0.093396762,972,0.4727626459143969,0.5220061412487206,0.004813478
9017,95313,6547,1417,606,1189,2012,516,815,5633,1226,1993,3219,8,8861,36,061,019900,36061019900,0.21643500840079424,0.051075997,4532,0.8045446476122847,0.6191363777570674,0.000902833
3123,70150,3123,359,32,823,339,142,81,2425,195,1365,1560,13,3079,36,061,020000,36061020000,0.11495357028498239,-0.050405441,1385,0.5711340206185567,0.875,0.00422215
1858,151667,756,128,30,109,161,19,165,523,61,217,278,0,1843,36,061,020101,36061020101,0.1693121693121693,0.003953158,454,0.8680688336520076,0.7805755395683454,0
4028,75721,4028,772,260,782,438,139,126,3044,381,1190,1571,0,3848,36,061,020102,36061020102,0.1916583912611718,0.02629938,1485,0.4878449408672799,0.7574793125397836,0
3933,63819,1018,267,33,301,313,91,66,949,37,409,446,36,3846,36,061,020300,36061020300,0.26227897838899805,0.096919967,771,0.8124341412012644,0.9170403587443946,0.009360374
5650,209667,2983,181,120,534,623,251,909,2473,230,1062,1292,30,5488,36,061,020500,36061020500,0.060677171,-0.10468184,2317,0.9369187221997574,0.8219814241486069,0.005466472
