total_pop,median_income,poverty_all,poverty_count,no_vehicle_hh,edu_bachelors,edu_masters,edu_professional,edu_doctorate,edu_total,owner_hh,renter_hh,hh_total,limited_english,limited_english_total,state,county,tract,GEOID,poverty_rate,poverty_rate_c,edu_bachelors_plus,pct_bachelors_plus,pct_renters,pct_limited_english
6093,60286,6058,1106,402,867,446,121,0,4318,637,1724,2361,0,5630,36,005,021602,36005021602,0.18256850445691647,0.017209493,1434,0.3320981936081519,0.7301990681914443,0
5371,40394,5345,1857,0,575,153,0,0,3713,35,1746,1781,10,4996,36,005,021700,36005021700,0.34742750233863423,0.1820684913380687,728,0.19606786964718556,0.9803481190342505,0.002001601
6037,55804,6006,1793,174,412,200,21,0,4222,502,1696,2198,106,5878,36,005,021800,36005021800,0.29853479853479853,0.133175788,633,0.14992894362861203,0.7716105550500455,0.018033344675059543
949,45906,922,227,0,124,15,0,0,665,0,384,384,6,921,36,005,021900,36005021900,0.24620390455531455,0.080844894,139,0.20902255639097744,1,0.006514658
2142,32174,2063,1039,55,50,28,0,0,1176,78,572,650,89,1883,36,005,022000,36005022000,0.5036354823073195,0.338276471,78,0.066326531,0.88,0.047265003
4424,55078,4379,1581,0,321,66,0,0,2404,0,1292,1292,0,4156,36,005,022101,36005022101,0.3610413336378169,0.19568232263725135,387,0.16098169717138103,1,0
6143,50051,6143,1771,0,327,57,15,0,3414,0,1655,1655,141,5671,36,005,022102,36005022102,0.288295621,0.1229366100315035,399,0.11687170474516696,1,0.024863339798977254
3333,52734,3256,889,49,325,70,13,0,2022,190,876,1066,42,3106,36,005,022200,36005022200,0.27303439803439805,0.10767538703383253,408,0.20178041543026706,0.8217636022514071,0.013522215067611075
5447,33646,5256,1489,0,398,49,32,0,3574,0,2220,2220,200,4766,36,005,022300,36005022300,0.2832952815829528,0.11793627058238729,479,0.134023503,1,0.041963911
2640,63571,2623,281,50,502,76,103,0,1892,155,843,998,33,2521,36,005,022401,36005022401,0.10712924132672512,-0.05822977,681,0.35993657505285415,0.844689379,0.013090043633478779
2998,88534,2998,336,91,493,114,41,9,2083,181,961,1142,19,2687,36,005,022403,36005022403,0.11207471647765177,-0.053284295,657,0.3154104656745079,0.84150613,0.007071083
4795,66121,4795,584,273,659,274,47,0,3398,507,1469,1976,67,4726,36,005,022404,36005022404,0.12179353493222106,-0.043565476,980,0.28840494408475575,0.743421053,0.014176893779094372
9093,52834,8888,2464,0,570,138,0,0,5669,102,2217,2319,131,8273,36,005,022500,36005022500,0.27722772277227725,0.11186871177171173,708,0.12488975127888516,0.9560155239327296,0.015834642813973166
4876,31500,4851,1545,17,253,205,0,0,3175,39,1969,2008,92,4488,36,005,022701,36005022701,0.31849103277674706,0.15313202177618154,458,0.144251969,0.9805776892430279,0.020499108734402853
1449,27165,1449,743,0,211,83,18,0,1007,32,527,559,0,1359,36,005,022702,36005022702,0.5127674258109041,0.3474084148103386,312,0.3098311817279047,0.9427549194991055,0
2050,75489,2050,697,0,161,117,48,0,1165,0,717,717,27,1870,36,005,022703,36005022703,0.34,0.1746409889994345,326,0.2798283261802575,1,0.014438502673796792
5693,86549,5693,736,16,1070,379,20,27,3918,236,2133,2369,88,5405,36,005,022800,36005022800,0.12928157386263833,-0.036077437,1496,0.3818274629913221,0.9003799071338118,0.016281221
5466,50023,5452,1724,0,567,54,0,13,3603,64,1958,2022,15,5188,36,005,022901,36005022901,0.3162142333088775,0.15085522230831197,634,0.17596447404940327,0.9683481701285855,0.002891288
3501,51964,3488,1137,125,361,92,159,0,2260,253,912,1165,0,3190,36,005,022902,36005022902,0.3259747706422018,0.1606157596416363,612,0.27079646017699116,0.7828326180257511,0
2773,55625,2773,795,15,208,60,0,4,1649,208,825,1033,77,2491,36,005,023000,36005023000,0.286693112,0.12133410115233748,272,0.16494845360824742,0.7986447241045499,0.030911281
1675,55179,1538,438,7,89,0,0,0,1054,48,379,427,32,1647,36,005,023100,36005023100,0.2847854356306892,0.11942642463012368,89,0.084440228,0.8875878220140515,0.019429265330904676
2378,55288,2378,612,56,208,42,15,14,1519,229,598,827,0,2118,36,005,023200,36005023200,0.25735912531539107,0.092000114,279,0.1836734693877551,0.7230955259975816,0
4067,31887,4052,1267,157,307,101,31,0,2942,157,1559,1716,13,3967,36,005,023301,36005023301,0.31268509378084897,0.14732608278028345,439,0.14921821889870837,0.9085081585081585,0.003277036
3746,52092,3746,1024,24,189,16,10,59,2199,46,1003,1049,29,3447,36,005,023302,36005023302,0.2733582487987186,0.1079992377981531,274,0.12460209185993633,0.9561487130600572,0.008413113
3294,39419,3294,1089,13,146,0,0,0,2279,13,1223,1236,0,3110,36,005,023501,36005023501,0.33060109289617484,0.16524208189560932,146,0.064063186,0.9894822006472492,0
4455,49286,4455,1016,32,297,270,28,0,2599,157,1443,1600,67,4051,36,005,023502,36005023502,0.22805836139169472,0.06269935,595,0.22893420546363985,0.901875,0.016539126141693408
1714,73152,1706,178,0,197,20,0,0,1064,62,498,560,76,1554,36,005,023600,36005023600,0.10433763188745604,-0.061021379,217,0.20394736842105263,0.8892857142857142,0.048906049
1156,53304,1156,426,16,67,23,8,0,770,16,311,327,20,1070,36,005,023702,36005023702,0.3685121107266436,0.20315309972607806,98,0.12727272727272726,0.9510703363914373,0.018691588785046728
5214,21551,5164,2588,0,281,0,0,8,3089,22,1787,1809,75,4745,36,005,023703,36005023703,0.5011618900077459,0.3358028790071804,289,0.093557786,0.9878385848535103,0.015806111696522657
3750,34875,3750,1605,0,214,76,0,0,2267,0,1409,1409,112,3508,36,005,023704,36005023704,0.428,0.26264098899943444,290,0.12792236435818263,1,0.031927024
2349,72198,2328,290,42,243,61,9,13,1497,263,488,751,36,2223,36,005,023800,36005023800,0.12457044673539519,-0.040788564,326,0.2177688710754843,0.6498002663115846,0.016194331983805668
9197,46927,9115,2677,0,458,126,0,0,5190,0,2589,2589,79,7718,36,005,023900,36005023900,0.2936917169500823,0.12833270594951676,584,0.11252408477842003,1,0.010235812
4575,76250,4515,841,94,492,117,0,0,2959,670,680,1350,206,4316,36,005,024000,36005024000,0.18626799557032114,0.020908984569755623,609,0.20581277458600877,0.5037037037037037,0.047729379
6473,45425,6465,1446,0,707,155,0,0,4240,0,2371,2371,51,6215,36,005,024100,36005024100,0.22366589327146172,0.058306882,862,0.20330188679245284,1,0.008205953
5062,29747,5061,1542,2,231,91,0,0,3151,2,1992,1994,78,4802,36,005,024300,36005024300,0.30468286899822167,0.13932385799765615,322,0.10218978102189781,0.9989969909729187,0.016243232
2271,58603,2259,254,39,318,98,23,22,1518,314,549,863,0,2152,36,005,024400,36005024400,0.11243913235945109,-0.052919879,461,0.30368906455862976,0.6361529548088065,0
4737,43504,4737,1226,22,358,3,0,0,3149,62,1452,1514,47,4454,36,005,024501,36005024501,0.2588135951023855,0.093454584,361,0.11463956811686249,0.9590488771466315,0.010552312528064661
3742,33333,3727,1048,0,209,78,0,0,2497,35,1189,1224,57,3463,36,005,024502,36005024502,0.28119130668097664,0.11583229568041112,287,0.11493792551061273,0.9714052287581699,0.016459717
2041,86932,2037,287,37,314,94,19,12,1521,340,451,791,8,1916,36,005,024600,36005024600,0.140893471,-0.02446554,439,0.2886259040105194,0.5701643489254109,0.004175365
1929,50993,1929,382,0,238,92,17,0,1307,8,745,753,27,1780,36,005,024700,36005024700,0.1980300673924313,0.032671056391865794,347,0.2654934965570008,0.9893758300132802,0.015168539325842697
3242,64961,2959,307,95,423,266,14,22,2483,261,876,1137,18,3217,36,005,024800,36005024800,0.10375126732004056,-0.061607744,725,0.2919855014095852,0.7704485488126649,0.005595275
2532,98700,2531,182,76,326,178,41,61,1794,481,453,934,1,2341,36,005,025000,36005025000,0.071908337,-0.093450674,606,0.3377926421404682,0.48501070663811563,0.000427168
6601,44845,6581,1776,201,558,165,24,74,4591,455,1822,2277,37,6162,36,005,025100,36005025100,0.26986780124601123,0.10450879024544571,821,0.17882814201698977,0.8001756697408872,0.006004544
2525,85192,2442,282,40,354,212,5,36,1686,272,634,906,50,2281,36,005,025200,36005025200,0.11547911547911548,-0.049879896,607,0.3600237247924081,0.6997792494481236,0.021920210434020166
6014,49906,5995,1272,32,340,69,0,0,3806,39,1846,1885,38,5514,36,005,025300,36005025300,0.2121768140116764,0.046817803,409,0.10746190225959013,0.9793103448275862,0.006891549
2002,78500,2002,310,81,246,123,23,14,1376,421,349,770,20,1894,36,005,025400,36005025400,0.15484515484515485,-0.010513856,406,0.29505813953488375,0.45324675324675323,0.010559662090813094
7275,39231,7255,2074,18,60,113,44,0,4552,57,2355,2412,84,6957,36,005,025500,36005025500,0.28587181254307376,0.12051280154250824,217,0.047671353251318105,0.9763681592039801,0.01207417
1541,51053,1484,135,0,135,87,13,2,1072,126,494,620,12,1449,36,005,025600,36005025600,0.09097035,-0.074388661,237,0.22108208955223882,0.7967741935483871,0.008281573
1725,57241,1725,351,0,174,83,0,0,1221,50,633,683,16,1583,36,005,025700,36005025700,0.20347826086956522,0.03811925,257,0.21048321048321048,0.9267935578330894,0.010107391
1996,61552,1935,282,634,541,255,92,28,1695,894,208,1102,155,1963,36,005,026100,36005026100,0.14573643410852713,-0.019622577,916,0.5404129793510325,0.18874773139745918,0.078960774
6904,37361,6258,1613,73,347,298,119,0,4420,124,2086,2210,84,6419,36,005,026300,36005026300,0.2577500798977309,0.092391069,764,0.17285067873303167,0.9438914027149321,0.013086150490730643
6076,70463,5973,760,100,616,363,75,55,4062,870,1326,2196,0,5828,36,005,026400,36005026400,0.1272392432613427,-0.038119768,1109,0.27301821762678485,0.6038251366120219,0
7240,57900,7027,1459,40,430,137,55,22,4880,78,2214,2292,264,6583,36,005,026500,36005026500,0.20762772164508325,0.042268711,644,0.1319672131147541,0.9659685863874345,0.040103296
2943,47778,2943,780,50,266,104,8,17,2225,250,1072,1322,0,2792,36,005,026601,36005026601,0.2650356778797146,0.099676667,395,0.17752808988764046,0.810892587,0
5273,46069,5273,1073,94,508,88,26,21,4032,313,2128,2441,14,4992,36,005,026602,36005026602,0.20348947468234402,0.038130464,643,0.15947420634920634,0.8717738631708316,0.002804487
3632,49167,3632,831,0,374,207,0,32,2189,32,1232,1264,56,3274,36,005,026701,36005026701,0.22879955947136563,0.063440548,613,0.2800365463682047,0.9746835443037974,0.017104459
7869,65500,7796,1730,0,509,276,77,24,5100,363,2331,2694,101,7458,36,005,026702,36005026702,0.2219086711133915,0.05654966,886,0.17372549019607844,0.8652561247216035,0.013542505
3964,27374,3906,1195,30,350,45,73,0,2988,145,1678,1823,432,3728,36,005,026900,36005026900,0.3059395801331285,0.14058056913256298,468,0.1566265060240964,0.9204607789358201,0.11587982832618025
7410,54396,7202,1777,124,633,320,82,0,5373,330,2595,2925,134,6655,36,005,027300,36005027300,0.24673701749514024,0.081378006,1035,0.19262981574539365,0.8871794871794871,0.020135236664162285
4894,89925,4894,191,125,883,403,39,23,3538,1361,394,1755,15,4553,36,005,027401,36005027401,0.03902738,-0.126331631,1348,0.38100621820237424,0.2245014245014245,0.003294531
3512,101142,3285,244,35,828,322,62,69,2650,898,355,1253,0,3323,36,005,027402,36005027402,0.074277017,-0.091081994,1281,0.48339622641509433,0.2833200319233839,0
57,-666666666,57,15,0,15,0,0,0,31,0,23,23,6,47,36,005,027600,36005027600,0.2631578947368421,0.097798884,15,0.4838709677419355,1,0.1276595744680851
4091,29939,4091,1321,50,585,114,17,0,2918,63,1718,1781,37,3734,36,005,027700,36005027700,0.3229039354681007,0.15754492446753518,716,0.24537354352296092,0.9646266142616507,0.009908945
7635,57129,7308,1189,110,974,354,106,0,5100,686,2180,2866,0,7225,36,005,027900,36005027900,0.1626984126984127,-0.002660598,1434,0.2811764705882353,0.7606420097697139,0
3490,67917,3274,224,491,604,580,48,30,2997,921,755,1676,46,3358,36,005,028100,36005028100,0.068417838,-0.096941173,1262,0.42108775442108776,0.45047732696897375,0.01369863
2932,-666666666,2931,1656,0,193,60,122,0,1845,42,1033,1075,0,2746,36,005,028300,36005028300,0.5649948822927329,0.3996358712921674,375,0.2032520325203252,0.9609302325581396,0
517,-666666666,184,119,0,26,0,0,0,507,0,0,0,0,517,36,005,028400,36005028400,0.6467391304347826,0.4813801194342171,26,0.051282051,0.8561931559045466,0
3619,70543,3595,393,143,679,487,174,48,2778,550,1230,1780,41,3369,36,005,028500,36005028500,0.10931849791376913,-0.056040513,1388,0.4996400287976962,0.6910112359550562,0.012169783318492134
950,87917,950,55,55,191,57,0,82,810,250,216,466,0,938,36,005,028600,36005028600,0.057894737,-0.107464274,330,0.4074074074074074,0.463519313,0
3330,68370,3329,329,119,534,156,73,45,2364,449,831,1280,50,3221,36,005,028700,36005028700,0.098828477,-0.066530534,808,0.34179357021996615,0.64921875,0.015523129
2784,86757,2784,456,18,530,235,29,56,2068,530,486,1016,0,2616,36,005,028800,36005028800,0.16379310344827586,-0.001565908,850,0.41102514506769827,0.47834645669291337,0
4865,53138,4710,1405,55,479,282,29,54,3310,424,1532,1956,87,4453,36,005,028900,36005028900,0.29830148619957536,0.13294247519900984,844,0.25498489425981874,0.7832310838445807,0.019537390523242756
1862,137917,1695,22,118,430,402,184,101,1567,787,72,859,10,1775,36,005,029301,36005029301,0.012979351032448377,-0.15237966,1117,0.7128270580727505,0.083818393,0.005633803
5475,121250,5358,452,339,1175,969,312,154,3922,1699,883,2582,0,5136,36,005,029302,36005029302,0.084359836,-0.080999175,2610,0.6654767975522693,0.34198295894655306,0
4609,95435,4609,726,382,782,813,131,127,3525,1119,959,2078,62,4509,36,005,029500,36005029500,0.1575178997613365,-0.007841111,1853,0.5256737588652483,0.4615014436958614,0.013750277223331116
2171,55486,1911,213,22,233,164,71,167,1470,172,709,881,0,2034,36,005,029600,36005029600,0.11145996860282574,-0.053899042,635,0.43197278911564624,0.8047673098751419,0
4047,97132,3826,117,289,872,772,310,104,2986,1059,757,1816,3,3943,36,005,029700,36005029700,0.030580240460010455,-0.134778771,2058,0.6892163429336906,0.4168502202643172,0.000760842
6702,90307,6610,1010,184,1090,620,57,71,4912,941,1523,2464,81,6499,36,005,030000,36005030000,0.15279878971255673,-0.012560221,1838,0.374185668,0.6181006493506493,0.012463455916294814
1567,81351,1230,77,52,263,277,109,35,1274,355,302,657,7,1469,36,005,030100,36005030100,0.062601626,-0.102757385,684,0.5368916797488226,0.4596651445966514,0.004765146
3522,68948,3522,371,234,362,385,0,16,2700,566,1009,1575,0,3220,36,005,030201,36005030201,0.10533787620670074,-0.060021135,763,0.2825925925925926,0.6406349206349207,0
5417,59107,5412,526,543,893,272,26,0,3981,997,1545,2542,114,5071,36,005,030202,36005030202,0.097191426,-0.068167585,1191,0.29917106254709874,0.6077891424075531,0.022480773023072373
5586,134700,5586,127,210,1127,1114,325,373,3800,1130,1196,2326,18,4933,36,005,030701,36005030701,0.022735409953455066,-0.142623601,2939,0.7734210526315789,0.5141874462596733,0.003648895
3562,116417,2607,92,119,662,580,410,247,3026,675,678,1353,7,3411,36,005,030900,36005030900,0.035289605,-0.130069406,1899,0.6275611368142763,0.5011086474501109,0.002052184
4572,121617,3727,196,41,933,372,115,13,3721,896,393,1289,34,4544,36,005,031000,36005031000,0.052589214,-0.112769797,1433,0.3851115291588283,0.3048875096974399,0.007482394
1775,118529,1725,69,15,237,151,15,0,1132,349,237,586,24,1632,36,005,031200,36005031200,0.04,-0.125359011,403,0.35600706713780916,0.4044368600682594,0.014705882352941176
2244,115368,2066,63,78,378,184,62,8,1619,464,153,617,16,2154,36,005,031400,36005031400,0.030493708,-0.134865303,632,0.39036442248301423,0.2479740680713128,0.007428041
1907,97202,1907,254,23,151,188,93,0,1500,395,314,709,0,1813,36,005,031600,36005031600,0.1331934976402727,-0.032165513,432,0.288,0.44287729196050774,0
1924,91625,1774,197,20,210,193,46,0,1508,463,94,557,0,1853,36,005,031800,36005031800,0.11104847801578353,-0.054310533,449,0.29774535809018565,0.1687612208258528,0
773,-666666666,99,99,0,9,43,0,0,90,0,0,0,8,773,36,005,031900,36005031900,1,0.8346409889994345,52,0.5777777777777777,0.8561931559045466,0.010349288
4583,96678,4510,260,679,1150,926,273,290,3987,1703,953,2656,0,4393,36,005,032300,36005032300,0.057649667405764965,-0.107709344,2639,0.6619011788312014,0.35881024096385544,0
3091,40239,3052,896,0,326,71,0,49,2143,177,1078,1255,82,2861,36,005,032400,36005032400,0.29357798165137616,0.12821897065081064,446,0.20811945870275314,0.8589641434262948,0.028661307235232435
3350,104870,3192,321,38,400,257,142,49,2460,468,572,1040,78,3311,36,005,032600,36005032600,0.10056390977443609,-0.064795101,848,0.34471544715447155,0.55,0.023557837511325883
4003,46648,4003,937,32,349,166,17,0,2468,192,1254,1446,39,3853,36,005,032800,36005032800,0.23407444416687484,0.068715433,532,0.21555915721231766,0.8672199170124482,0.010121982870490527
5278,44785,5222,1169,50,296,362,0,0,3580,241,1935,2176,0,4901,36,005,033000,36005033000,0.22386058981233245,0.058501579,658,0.18379888268156425,0.8892463235294118,0
5059,37898,5036,1344,238,646,463,31,17,3654,465,1930,2395,30,4733,36,005,033201,36005033201,0.26687847498014294,0.10151946397957742,1157,0.31663929939792007,0.8058455114822547,0.006338475
3664,42114,3245,626,75,373,173,26,14,2844,341,1294,1635,61,3503,36,005,033202,36005033202,0.19291217257318952,0.027553161572623996,586,0.2060478199718706,0.7914373088685015,0.017413645
2085,107054,1611,259,115,438,203,78,102,1299,374,353,727,0,1942,36,005,033500,36005033500,0.16076970825574177,-0.004589303,821,0.6320246343341032,0.4855570839064649,0
5005,27674,4955,2167,0,272,200,0,0,3607,44,2110,2154,63,4557,36,005,033601,36005033601,0.43733602421796164,0.2719770132173961,472,0.13085666759079567,0.9795728876508821,0.013824884792626729
1269,58947,1269,221,87,183,4,0,13,895,306,264,570,0,1245,36,005,033602,36005033602,0.17415287628053586,0.008793865,200,0.22346368715083798,0.4631578947368421,0
2570,144886,2552,110,106,564,353,166,100,1905,697,244,941,3,2468,36,005,033700,36005033700,0.043103448,-0.122255563,1183,0.620997375,0.2592986184909671,0.001215559
2262,68330,2262,428,64,72,81,0,40,1493,186,756,942,0,2067,36,005,033801,36005033801,0.1892130857648099,0.023854074764244393,193,0.12926992632283993,0.802547771,0
1829,69960,1819,468,0,252,44,0,0,1144,23,554,577,20,1728,36,005,033802,36005033802,0.25728422210005497,0.091925211,296,0.25874125874125875,0.9601386481802426,0.011574074074074073
5580,64727,5499,853,66,291,246,147,0,3290,420,1423,1843,77,5181,36,005,034000,36005034000,0.15511911256592106,-0.010239898,684,0.20790273556231004,0.7721106890938687,0.014861995753715499
1639,67809,1638,205,10,150,74,36,0,1163,242,395,637,23,1465,36,005,034200,36005034200,0.12515262515262515,-0.040206386,260,0.2235597592433362,0.6200941915227629,0.015699658703071672
1800,87950,1628,40,9,187,272,55,21,1283,302,293,595,0,1592,36,005,034300,36005034300,0.024570025,-0.140788986,535,0.4169914263445051,0.492436975,0
1993,73438,1983,590,6,234,105,7,0,1309,375,252,627,0,1718,36,005,034400,36005034400,0.297528996,0.13216998546942946,346,0.2643239113827349,0.4019138755980861,0
3816,118583,3732,445,202,722,351,120,61,2798,811,673,1484,95,3757,36,005,034500,36005034500,0.1192390139335477,-0.046119997,1254,0.4481772694781987,0.45350404312668463,0.025286133
6177,47593,6174,1624,106,704,137,68,32,3836,739,1337,2076,24,5683,36,005,034800,36005034800,0.26303854875283444,0.097679538,941,0.24530761209593327,0.6440269749518305,0.004223122
2093,69178,2093,137,77,399,125,21,34,1396,338,365,703,9,1932,36,005,035000,36005035000,0.065456283,-0.099902728,579,0.414756447,0.519203414,0.004658385
3836,110513,3020,281,93,607,520,89,91,2194,565,773,1338,20,3600,36,005,035100,36005035100,0.093046358,-0.072312653,1307,0.5957155879671833,0.577727952,0.005555556
2195,98523,2177,198,75,322,115,9,16,1431,408,250,658,10,1999,36,005,035600,36005035600,0.09095085,-0.074408161,462,0.3228511530398323,0.3799392097264438,0.005002501
7781,85804,7691,978,489,906,367,141,94,5540,1754,957,2711,53,7297,36,005,035800,36005035800,0.12716161747497073,-0.038197394,1508,0.27220216606498193,0.3530062707488012,0.007263259
2814,24823,2779,1442,12,106,17,0,10,1660,67,1108,1175,5,2622,36,005,035900,36005035900,0.5188916876574308,0.3535326766568653,133,0.080120482,0.9429787234042554,0.001906941
3176,96250,2979,155,130,410,269,76,3,2367,690,268,958,17,3105,36,005,036000,36005036000,0.052030883,-0.113328128,758,0.3202365863962822,0.2797494780793319,0.00547504
5672,24728,5664,2942,0,221,88,0,0,3402,15,2149,2164,213,5369,36,005,036100,36005036100,0.5194209039548022,0.35406189295423673,309,0.090828924,0.9930683918669131,0.039672192
6601,26524,6533,2775,67,481,23,19,0,4193,153,2215,2368,115,6141,36,005,036300,36005036300,0.4247665697229451,0.2594075587223795,523,0.12473169568328166,0.9353885135135135,0.018726591760299626
2489,62188,2489,176,122,259,80,0,26,1919,480,364,844,34,2411,36,005,036400,36005036400,0.070711129,-0.094647882,365,0.19020323084940072,0.4312796208530806,0.014102032351721278
